10 0
11 0
12 0 0.000000 0.000000 0.000000
12 1 2.000000 2.000000 0.000000
11 1
12 1 2.000000 2.000000 0.000000
12 2 2.000000 0.000000 2.000000
11 2
12 2 2.000000 0.000000 2.000000
12 0 0.000000 0.000000 0.000000
10 1
11 3
12 1 2.000000 2.000000 0.000000
12 3 0.000000 2.000000 2.000000
11 4
12 3 0.000000 2.000000 2.000000
12 2 2.000000 0.000000 2.000000
11 5
12 2 2.000000 0.000000 2.000000
12 1 2.000000 2.000000 0.000000
10 2
11 6
12 0 0.000000 0.000000 0.000000
12 2 2.000000 0.000000 2.000000
11 7
12 2 2.000000 0.000000 2.000000
12 3 0.000000 2.000000 2.000000
11 8
12 3 0.000000 2.000000 2.000000
12 0 0.000000 0.000000 0.000000
10 3
11 9
12 0 0.000000 0.000000 0.000000
12 3 0.000000 2.000000 2.000000
11 10
12 3 0.000000 2.000000 2.000000
12 1 2.000000 2.000000 0.000000
11 11
12 1 2.000000 2.000000 0.000000
12 0 0.000000 0.000000 0.000000
